WRIST_x,WRIST_y,WRIST_z,THUMB_CMC_x,THUMB_CMC_y,THUMB_CMC_z,THUMB_MCP_x,THUMB_MCP_y,THUMB_MCP_z,THUMB_IP_x,THUMB_IP_y,THUMB_IP_z,THUMB_TIP_x,THUMB_TIP_y,THUMB_TIP_z,INDEX_FINGER_MCP_x,INDEX_FINGER_MCP_y,INDEX_FINGER_MCP_z,INDEX_FINGER_PIP_x,INDEX_FINGER_PIP_y,INDEX_FINGER_PIP_z,INDEX_FINGER_DIP_x,INDEX_FINGER_DIP_y,INDEX_FINGER_DIP_z,INDEX_FINGER_TIP_x,INDEX_FINGER_TIP_y,INDEX_FINGER_TIP_z,MIDDLE_FINGER_MCP_x,MIDDLE_FINGER_MCP_y,MIDDLE_FINGER_MCP_z,MIDDLE_FINGER_PIP_x,MIDDLE_FINGER_PIP_y,MIDDLE_FINGER_PIP_z,MIDDLE_FINGER_DIP_x,MIDDLE_FINGER_DIP_y,MIDDLE_FINGER_DIP_z,MIDDLE_FINGER_TIP_x,MIDDLE_FINGER_TIP_y,MIDDLE_FINGER_TIP_z,RING_FINGER_MCP_x,RING_FINGER_MCP_y,RING_FINGER_MCP_z,RING_FINGER_PIP_x,RING_FINGER_PIP_y,RING_FINGER_PIP_z,RING_FINGER_DIP_x,RING_FINGER_DIP_y,RING_FINGER_DIP_z,RING_FINGER_TIP_x,RING_FINGER_TIP_y,RING_FINGER_TIP_z,PINKY_MCP_x,PINKY_MCP_y,PINKY_MCP_z,PINKY_PIP_x,PINKY_PIP_y,PINKY_PIP_z,PINKY_DIP_x,PINKY_DIP_y,PINKY_DIP_z,PINKY_TIP_x,PINKY_TIP_y,PINKY_TIP_z,hand,class
0.8183369636535645,0.8461629748344421,-2.1791134713566862e-05,0.7611950635910034,0.8201570510864258,-0.08743411302566528,0.7269817590713501,0.7501305937767029,-0.14709319174289703,0.7498052716255188,0.6795501112937927,-0.19575008749961853,0.7867646217346191,0.6447010040283203,-0.23752248287200928,0.7011524438858032,0.6518157124519348,-0.09658738225698471,0.6936752796173096,0.616012692451477,-0.18589180707931519,0.7103153467178345,0.6168249249458313,-0.2583690285682678,0.7273525595664978,0.631338357925415,-0.3025266230106354,0.7490821480751038,0.631515622138977,-0.08516746014356613,0.7411807775497437,0.5818701982498169,-0.17735114693641663,0.7502403855323792,0.5950537323951721,-0.23732958734035492,0.7556421160697937,0.6215662360191345,-0.27017295360565186,0.7981410026550293,0.6332623958587646,-0.08542525768280029,0.7963149547576904,0.5815949440002441,-0.17239758372306824,0.7959912419319153,0.6078109741210938,-0.2125573307275772,0.7927902936935425,0.6350843906402588,-0.22385478019714355,0.8479499816894531,0.6539804935455322,-0.0918799489736557,0.8416362404823303,0.6165261268615723,-0.16704842448234558,0.8319089412689209,0.6368358731269836,-0.20125585794448853,0.8217382431030273,0.657667338848114,-0.21227411925792694,Right,mouse
0.7414557337760925,0.8771669864654541,-3.2709085644455627e-05,0.6806331872940063,0.8332914710044861,-0.018443170934915543,0.6475133895874023,0.7478248476982117,-0.03374011442065239,0.6462785005569458,0.6941338181495667,-0.06221609562635422,0.6437264680862427,0.6634214520454407,-0.089380644261837,0.6724207997322083,0.666408896446228,-0.0183425210416317,0.6431502103805542,0.6182315945625305,-0.0970134362578392,0.6073859930038452,0.6327959895133972,-0.15704207122325897,0.5827808380126953,0.6650791168212891,-0.19454020261764526,0.7053555250167847,0.661785364151001,-0.03970366343855858,0.6765859723091125,0.6017638444900513,-0.1146727129817009,0.6343024373054504,0.6252878904342651,-0.17626486718654633,0.6037255525588989,0.6652042269706726,-0.21250568330287933,0.7418931126594543,0.6769005656242371,-0.0717654749751091,0.7236992716789246,0.6057142615318298,-0.14375336468219757,0.6794523000717163,0.6330394744873047,-0.19372346997261047,0.6453134417533875,0.6698030233383179,-0.2172117531299591,0.7785999178886414,0.7059891223907471,-0.10544852912425995,0.7564677596092224,0.6575164794921875,-0.1693221628665924,0.7167405486106873,0.6690404415130615,-0.20551852881908417,0.6821857690811157,0.6863773465156555,-0.22740791738033295,Right,mouse
0.7554932236671448,0.8149029016494751,-3.7671772588510066e-05,0.7139047980308533,0.8242366909980774,-0.09927340596914291,0.684069037437439,0.7943739891052246,-0.1794065535068512,0.6904588937759399,0.7670107483863831,-0.24379447102546692,0.707089364528656,0.7536751627922058,-0.3090077042579651,0.6654861569404602,0.6514108777046204,-0.160289004445076,0.655287504196167,0.6373881101608276,-0.2558670938014984,0.6679272651672363,0.6823767423629761,-0.31648194789886475,0.6791468858718872,0.724634051322937,-0.34842219948768616,0.7064799666404724,0.6290875673294067,-0.14401772618293762,0.7025342583656311,0.5989779829978943,-0.24188478291034698,0.7125084400177002,0.6502519845962524,-0.295723557472229,0.7169027328491211,0.6960853934288025,-0.3287295699119568,0.7505525946617126,0.633861780166626,-0.1363951861858368,0.754839301109314,0.6025381684303284,-0.21974538266658783,0.7572960257530212,0.6654737591743469,-0.25641942024230957,0.753973126411438,0.7141407132148743,-0.273002028465271,0.7936468124389648,0.6586593985557556,-0.13311874866485596,0.8025442957878113,0.6447166800498962,-0.2038997858762741,0.7999030947685242,0.6872086524963379,-0.23426304757595062,0.7916576862335205,0.7229518890380859,-0.250216543674469,Right,mouse
0.7844399213790894,0.8269211649894714,-7.677354733459651e-05,0.7185432314872742,0.7838522791862488,-0.016076387837529182,0.6836664080619812,0.7001379728317261,-0.01850850321352482,0.6931509971618652,0.6231622099876404,-0.031293127685785294,0.7040312886238098,0.5703901052474976,-0.04675714671611786,0.6780206561088562,0.639388918876648,0.05915583297610283,0.6591134667396545,0.5835373997688293,0.034223150461912155,0.6599630117416382,0.5467286705970764,-0.014063865877687931,0.6687992811203003,0.5342333316802979,-0.051486581563949585,0.7161018252372742,0.6216934323310852,0.051198262721300125,0.6987462043762207,0.5629093647003174,0.030432170256972313,0.6874189376831055,0.5255107879638672,-0.02335752733051777,0.6869935393333435,0.5236654281616211,-0.06359884887933731,0.7568395733833313,0.6226648688316345,0.032663729041814804,0.7432332038879395,0.5589193105697632,0.011940776370465755,0.724281907081604,0.5284425616264343,-0.039123911410570145,0.7148140668869019,0.5233483910560608,-0.07554107904434204,0.8008269667625427,0.6374250650405884,0.011225529946386814,0.78371661901474,0.5918775200843811,-0.01954527199268341,0.7607911825180054,0.5666316151618958,-0.06288860738277435,0.738701343536377,0.5499226450920105,-0.09786050766706467,Right,mouse
0.8330249786376953,0.7304925322532654,-6.683585525024682e-05,0.8589057922363281,0.6758362054824829,-0.06761385500431061,0.8628402948379517,0.6111472249031067,-0.10823135823011398,0.8578709363937378,0.562318742275238,-0.14212162792682648,0.8489687442779541,0.5304802060127258,-0.17842070758342743,0.8056443929672241,0.5668485760688782,-0.08158663660287857,0.8260781764984131,0.5236940979957581,-0.1441277712583542,0.8631642460823059,0.509418249130249,-0.19100023806095123,0.8955904841423035,0.510053277015686,-0.2217607945203781,0.7932101488113403,0.5621122121810913,-0.06848406046628952,0.8218173980712891,0.5108562707901001,-0.13303302228450775,0.8661353588104248,0.5043297410011292,-0.18723496794700623,0.9014208316802979,0.5184849500656128,-0.22036732733249664,0.783987283706665,0.565369188785553,-0.06435038149356842,0.8067349791526794,0.5076545476913452,-0.1303851455450058,0.8539443612098694,0.5017777681350708,-0.18158861994743347,0.8915029764175415,0.5175374150276184,-0.21120809018611908,0.7751758098602295,0.576033890247345,-0.06332945823669434,0.7986031174659729,0.5222154855728149,-0.11956723034381866,0.8343036770820618,0.5157824158668518,-0.16567067801952362,0.8640508055686951,0.5237450003623962,-0.19765956699848175,Right,mouse
0.8142892122268677,0.7258470058441162,-7.316101982723922e-05,0.8464829325675964,0.6996405124664307,-0.1004289910197258,0.8644019365310669,0.6490687727928162,-0.15642310678958893,0.8878840804100037,0.6068271994590759,-0.19180811941623688,0.9081453680992126,0.5813463926315308,-0.2296992838382721,0.7811432480812073,0.5722318887710571,-0.1385604292154312,0.8305495977401733,0.5548611283302307,-0.20048703253269196,0.8707731366157532,0.5620757937431335,-0.23130552470684052,0.89987713098526,0.5717703104019165,-0.2451721876859665,0.773400604724884,0.5552940964698792,-0.10705208033323288,0.8287009596824646,0.5306017994880676,-0.17094235122203827,0.8764880895614624,0.5548587441444397,-0.20147880911827087,0.9066153764724731,0.5839284658432007,-0.21506673097610474,0.7739110589027405,0.5553181767463684,-0.08328474313020706,0.8274946808815002,0.5312337875366211,-0.14940443634986877,0.8717387914657593,0.5575023293495178,-0.17694485187530518,0.8984450101852417,0.5862893462181091,-0.18417035043239594,0.7774474024772644,0.5665632486343384,-0.06502498686313629,0.8213894963264465,0.5466850996017456,-0.11732039600610733,0.8551477193832397,0.5655300617218018,-0.1426844447851181,0.87653648853302,0.5883947014808655,-0.15639281272888184,Right,mouse
0.8387722969055176,0.734609842300415,-2.7486805265652947e-05,0.7965579032897949,0.7038865089416504,-0.10973256081342697,0.7870197296142578,0.6423393487930298,-0.16006553173065186,0.8221138715744019,0.5810859203338623,-0.1865818202495575,0.8538515567779541,0.532045304775238,-0.21454565227031708,0.7498753070831299,0.586180567741394,-0.11707498133182526,0.7646481990814209,0.5424357652664185,-0.17982444167137146,0.7997689843177795,0.5175007581710815,-0.2323826551437378,0.8316755890846252,0.5070931911468506,-0.27196744084358215,0.7894129753112793,0.5724292993545532,-0.07679848372936249,0.8063483238220215,0.5215061902999878,-0.13916975259780884,0.83489590883255,0.5098990201950073,-0.18628324568271637,0.8557425141334534,0.5182477831840515,-0.21513381600379944,0.8295407891273499,0.5674230456352234,-0.04693835601210594,0.8459420800209045,0.5184162855148315,-0.10889701545238495,0.8673951029777527,0.5113706588745117,-0.14751261472702026,0.880838930606842,0.5202616453170776,-0.16875052452087402,0.8660342693328857,0.5713368654251099,-0.023697711527347565,0.879173755645752,0.5297538638114929,-0.07963722944259644,0.8876093029975891,0.5223259925842285,-0.11568304151296616,0.8893861770629883,0.5277368426322937,-0.139535054564476,Right,mouse
0.8519764542579651,0.7715480327606201,-5.581812729360536e-05,0.7992307543754578,0.7345530390739441,-0.04334748163819313,0.7736039757728577,0.6465460062026978,-0.04145431891083717,0.7928614020347595,0.5681097507476807,-0.03408480063080788,0.8065886497497559,0.5242214798927307,-0.025122879073023796,0.7408041954040527,0.6159878969192505,0.04323243722319603,0.7405030727386475,0.557938277721405,0.027422770857810974,0.7564134001731873,0.5204172134399414,-0.01337131392210722,0.7797343134880066,0.5071258544921875,-0.0482901968061924,0.7790061235427856,0.6024842858314514,0.061841584742069244,0.7786467671394348,0.5379109978675842,0.0448150597512722,0.7908751964569092,0.5053003430366516,-0.0019738408736884594,0.8106181025505066,0.5030667185783386,-0.03040878288447857,0.8181890249252319,0.6003069281578064,0.06886148452758789,0.8188503980636597,0.5385269522666931,0.045953523367643356,0.8247565627098083,0.516215980052948,-0.0010203279089182615,0.8355679512023926,0.5111206769943237,-0.028016982600092888,0.8556275963783264,0.6036878824234009,0.07297684997320175,0.8512087464332581,0.5572999715805054,0.03967834636569023,0.8457657694816589,0.5338869094848633,0.0026168772019445896,0.8437755107879639,0.5173729658126831,-0.019204191863536835,Right,mouse
0.8303652405738831,0.7968208193778992,-1.6741056242608465e-05,0.7773807048797607,0.7538227438926697,-0.013048946857452393,0.7531543970108032,0.6680620312690735,-0.01387073379009962,0.7689107060432434,0.6064614057540894,-0.025455966591835022,0.7897571325302124,0.5745160579681396,-0.03700391575694084,0.7643224596977234,0.616763174533844,0.04043920338153839,0.7430369853973389,0.5714958906173706,-0.0011019728844985366,0.7287198305130005,0.5562058687210083,-0.05502575263381004,0.7184014916419983,0.5680992603302002,-0.09265781193971634,0.7964181303977966,0.6057000756263733,0.029009006917476654,0.7796443104743958,0.5526622533798218,-0.008732140995562077,0.7604119181632996,0.5369799137115479,-0.066952645778656,0.7442054748535156,0.5575591325759888,-0.10727111250162125,0.8326172232627869,0.6114463806152344,0.006961665116250515,0.8224526047706604,0.5507094860076904,-0.03528285771608353,0.7954327464103699,0.5405827164649963,-0.08966704457998276,0.7716795206069946,0.5545021295547485,-0.12410961836576462,0.8708598613739014,0.6300747394561768,-0.016223430633544922,0.8532284498214722,0.5876790881156921,-0.059857241809368134,0.8244619965553284,0.5775559544563293,-0.1021377369761467,0.7960914373397827,0.5798827409744263,-0.13415013253688812,Right,mouse
0.8177271485328674,0.8244659304618835,-7.93341314420104e-05,0.7595539689064026,0.7685784101486206,0.009384488686919212,0.7304757833480835,0.6809785962104797,0.009560682810842991,0.7328929305076599,0.6193405389785767,-0.005564982537180185,0.746430516242981,0.581773042678833,-0.016689954325556755,0.776016116142273,0.5956928730010986,0.04352130368351936,0.7359756231307983,0.5600611567497253,-0.009981861338019371,0.6942067742347717,0.5655778050422668,-0.06152775138616562,0.6555196046829224,0.5831730365753174,-0.09719530493021011,0.8071285486221313,0.5912211537361145,0.015191956423223019,0.7571052312850952,0.552262008190155,-0.03346763923764229,0.7073886394500732,0.5598456263542175,-0.09639330208301544,0.663439929485321,0.5799385905265808,-0.13974545896053314,0.8387016654014587,0.6052819490432739,-0.02186747081577778,0.7878526449203491,0.5572905540466309,-0.06359327584505081,0.7371585965156555,0.5628325343132019,-0.10371924936771393,0.69343501329422,0.5783761143684387,-0.1292766034603119,0.8657513856887817,0.6321569085121155,-0.05996827408671379,0.8171952962875366,0.59940105676651,-0.09521268308162689,0.774340808391571,0.5993720889091492,-0.11362196505069733,0.7346547842025757,0.6045432090759277,-0.12524668872356415,Right,mouse
